ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2015-07-02,462.6,23.27083333333333,0.0,126.5,Working Day,True,479.5920392371005,481.73771701467143
2015-07-03,424.376,22.97083333333333,0.0,119.3,Non-Working Day,True,433.6708564257651,434.0022833129305
2015-07-04,396.572,22.133333333333336,0.0,99.2,Non-Working Day,True,419.0834677590774,419.2882245274183
2015-07-05,422.882,23.979166666666668,0.0,143.5,Non-Working Day,True,451.2337820841653,451.7177172735971
2015-07-06,507.533,24.89097222222222,0.0,165.38333333333333,Working Day,True,510.5362218457951,512.200593024274
2015-07-07,556.97,26.56888888888889,0.0,205.6533333333333,Working Day,True,542.5839432427639,543.7498433519215
2015-07-08,541.464,26.691666666666663,0.0,208.6,Working Day,True,544.9289631678463,546.058388777767
2015-07-09,489.296,23.057152777777777,0.0,121.37166666666668,Working Day,True,475.5108026367167,477.71996007161334
2015-07-10,494.03,25.15659722222222,0.0,171.75833333333333,Working Day,True,515.6095822606369,517.1950422628822
2015-07-11,468.524,25.883333333333336,0.0,189.2,Non-Working Day,True,484.4001334308135,485.1720698356822
2015-07-12,480.017,26.71666666666667,0.0,209.2,Non-Working Day,True,498.91494802453263,499.8129243486297
2015-07-13,546.655,25.8875,0.0,189.3,Working Day,True,529.5696132060509,530.9379385338239
2015-07-14,532.54,24.23145833333333,0.0,149.555,Working Day,True,497.9396979608927,499.79999579053225
2015-07-15,508.429,24.85972222222222,0.0,164.63333333333333,Working Day,True,509.9393559146373,511.61301076090837
2015-07-16,460.404,22.204166666666666,0.0,101.1,Working Day,True,459.37817970188803,461.68157575845663
2015-07-17,468.983,22.758333333333336,0.0,114.2,Working Day,True,469.80343796611174,472.10136789547454
2015-07-18,485.589,25.472916666666663,0.0,179.35000000000002,Non-Working Day,True,477.25158724340685,477.96144898805545
2015-07-19,547.318,29.925,0.0,286.2,Non-Working Day,True,554.7969842103513,556.1802142234776
2015-07-20,622.939,30.9,0.0,309.6,Working Day,True,625.3069085637699,625.1861335776778
2015-07-21,575.758,27.89583333333333,0.0,237.5,Working Day,True,567.928197048462,568.699891992791
2015-07-22,509.406,25.070833333333336,0.0,169.7,Working Day,True,513.9715168717926,515.5824553845343
2015-07-23,494.119,24.72083333333333,0.0,161.3,Working Day,True,507.28661844282465,509.0015340348387
2015-07-24,492.282,25.65,0.0,183.6,Working Day,True,525.0334321292513,526.4723133322448
2015-07-25,470.82,25.60833333333333,0.0,182.6,Non-Working Day,True,479.6102446148862,480.3405878464094
2015-07-26,491.198,26.854166666666668,0.0,212.5,Non-Working Day,True,501.3098924324963,502.2286653432661
2015-07-27,558.068,25.68055555555556,0.0,184.33333333333331,Working Day,True,525.61703437305,527.0468382119802
2015-07-28,593.878,28.65,0.0,255.6,Working Day,True,582.3325615204047,582.8802106153494
2015-07-29,615.851,29.77083333333333,0.0,282.5,Working Day,True,603.740152917933,603.9548277947315
2015-07-30,596.964,26.369097222222223,0.0,200.85833333333332,Working Day,True,538.7679803895613,539.9932340814705
2015-07-31,555.298,27.379166666666663,0.0,225.1,Working Day,True,558.060013653319,558.9851985718119
2015-08-01,503.157,27.379166666666663,0.0,225.1,Non-Working Day,True,510.45422562653937,511.452403686423
2015-08-02,487.181,26.475,0.0,203.4,Non-Working Day,True,494.7056517923541,495.567076539875
2015-08-03,561.226,27.854166666666668,0.0,236.5,Working Day,True,567.1323758069182,567.9164489749703
2015-08-04,555.965,26.86875,0.0,212.85,Working Day,True,548.3112034444074,549.3880216035059
2015-08-05,522.326,25.945833333333336,0.0,190.7,Working Day,True,530.6837629442123,532.0347587587733
2015-08-06,492.04,24.054166666666664,0.0,145.3,Working Day,True,494.5534785781239,496.4664457497043
2015-08-07,489.663,24.4875,0.0,155.70000000000002,Working Day,True,502.8300194901794,504.6142531350418
2015-08-08,443.86,23.704166666666666,0.0,136.9,Non-Working Day,True,446.44389326823796,446.8862352843244
2015-08-09,445.809,23.79583333333333,0.0,139.10000000000002,Non-Working Day,True,448.0405228735471,448.4967292807485
2015-08-10,502.788,24.072222222222223,0.0,145.73333333333332,Working Day,True,494.8983344494595,496.80593772409344
2015-08-11,509.155,24.01032738095238,0.0,144.24785714285713,Working Day,True,493.716160943271,495.64215177452576
2015-08-12,504.308,24.90833333333333,0.0,165.8,Working Day,True,510.8678140297717,512.5270276150327
2015-08-13,491.91,24.133333333333336,0.0,147.2,Working Day,True,496.06553893705706,497.95498748356414
2015-08-14,505.154,25.20833333333333,0.0,173.0,Working Day,True,516.5977269688871,518.1678173433431
2015-08-15,505.949,27.45833333333333,0.0,227.0,Non-Working Day,True,511.83313301294265,512.8432848651528
2015-08-16,519.749,28.27083333333333,0.0,246.5,Non-Working Day,True,525.9850772418188,527.1181180152767
2015-08-17,596.145,29.33333333333333,0.0,272.0,Working Day,True,595.3840298817231,595.728676107612
2015-08-18,596.304,27.12708333333333,0.0,219.05,Working Day,True,553.245295141979,554.2453683139956
2015-08-19,595.99,26.68361111111111,0.0,208.40666666666667,Working Day,True,544.7751043944811,545.9069231276551
2015-08-20,591.069,27.03402777777778,0.0,216.81666666666663,Working Day,True,551.4679610358644,552.495678907529
2015-08-21,534.038,25.8625,0.0,188.7,Working Day,True,529.0921204611248,530.4678727231314
2015-08-22,460.646,24.554166666666664,0.0,157.3,Non-Working Day,True,461.2490041538315,461.81990688753086
2015-08-23,461.049,24.538194444444443,0.0,156.91666666666666,Non-Working Day,True,460.9708035407852,461.539290509366
2015-08-24,532.583,25.847222222222225,0.0,188.33333333333331,Working Day,True,528.8003193392253,530.1806102832638
2015-08-25,542.589,27.20833333333333,0.0,221.0,Working Day,True,554.7971465629894,555.7730821987461
2015-08-26,491.581,24.104166666666668,0.0,146.5,Working Day,True,495.50846406797643,497.40657737108955
2015-08-27,469.577,22.9875,0.0,119.7,Working Day,True,474.18045479460267,476.4103044934894
2015-08-28,460.438,22.829166666666666,0.0,116.1,Working Day,True,471.315498325045,473.43322102577
2015-08-29,441.659,24.45833333333333,0.0,155.0,Non-Working Day,True,459.5798004755538,460.13620861854184
2015-08-30,471.687,26.316666666666663,0.0,199.6,Non-Working Day,True,491.9478370195475,492.7853141824149
2015-08-31,561.973,28.21666666666667,0.0,245.2,Working Day,True,574.0560206083493,574.7324032300121
2015-09-01,567.071,27.225,0.0,221.4,Working Day,True,555.1154750596069,556.0864594058746
2015-09-02,566.971,27.316666666666663,0.0,223.6,Working Day,True,556.8662817910032,557.8100340450806
2015-09-03,580.533,28.45,0.0,250.8,Working Day,True,578.5126195609946,579.119684129809
2015-09-04,550.064,26.27777777777777,0.0,198.66666666666663,Working Day,True,537.0238055018445,538.2761881340796
2015-09-05,471.465,22.85625,0.0,116.55,Non-Working Day,True,431.67506941912876,431.9891658174002
2015-09-06,455.928,23.704166666666666,0.0,136.9,Non-Working Day,True,446.44389326823796,446.8862352843244
2015-09-07,507.178,26.589583333333334,0.0,206.15,Non-Working Day,True,496.70143879899047,497.5801940354052
2015-09-08,600.813,29.09583333333333,0.0,266.3,Working Day,True,590.8478488049234,591.263050906033
2015-09-09,597.161,27.59583333333333,0.0,230.3,Working Day,True,562.1982841093467,563.0591022644805
2015-09-10,525.438,23.096180555555552,0.0,122.30833333333334,Working Day,True,476.2562218662961,478.4537850316388
2015-09-11,481.118,22.68541666666667,0.0,112.45,Working Day,True,468.4107507934101,470.73034261428796
2015-09-12,439.544,23.080555555555552,0.0,121.93333333333334,Non-Working Day,True,435.58197368060485,435.9299958238019
2015-09-13,420.854,21.38055555555556,0.0,82.13333333333334,Non-Working Day,True,406.69749263910376,406.062652617389
2015-09-14,421.479,19.5125,0.0,58.8,Working Day,True,425.71494118458537,411.0711568072266
2015-09-15,444.579,22.70833333333333,0.0,114.6,Working Day,True,470.1217664627293,471.1612362740894
2015-09-16,475.415,24.4,0.0,153.6,Working Day,True,501.1587948829374,502.9690227976178
2015-09-17,493.03,25.09583333333333,0.0,170.3,Working Day,True,514.4490096167189,516.0525211952267
2015-09-18,490.272,24.4,0.0,153.6,Working Day,True,501.1587948829374,502.9690227976178
2015-09-19,456.849,23.816666666666663,0.0,139.60000000000002,Non-Working Day,True,448.4033932383901,448.86275064357216
2015-09-20,416.268,22.49791666666667,0.0,107.95,Non-Working Day,True,425.43369914382953,425.6935983768329
2015-09-21,417.558,18.875,0.0,38.10000000000001,Working Day,True,409.24144148462875,399.0844786345668
2015-09-22,417.913,19.294444444444444,0.0,36.766666666666666,Working Day,True,408.1803464959037,406.9711383472972
2015-09-23,419.942,20.025,0.0,61.2,Working Day,True,427.6249121642905,420.7075059264236
2015-09-24,432.027,21.34583333333333,0.0,86.8,Working Day,True,447.9979359478117,445.542649591346
2015-09-25,424.738,20.254166666666663,0.0,54.5,Working Day,True,422.292909845947,425.01644252443845
2015-09-26,378.677,18.8875,0.0,27.9,Non-Working Day,True,367.33815373246864,362.26209619948764
2015-09-27,368.93,17.797916666666666,2.799999999999999,21.649999999999995,Non-Working Day,True,363.39724653431887,353.2881425670156
2015-09-28,433.494,21.754166666666663,0.0,90.1,Working Day,True,450.62414604490624,453.22039116599086
2015-09-29,474.076,24.4025,0.0,153.66,Working Day,True,501.20654415743,503.01602937868716
2015-09-30,460.244,22.01013888888889,0.0,98.54333333333332,Working Day,True,457.3435300610077,458.03334277213725
2015-10-01,399.333,14.825,16.599999999999994,0.0,Working Day,True,382.3694743823619,390.1018159904523
2015-10-02,394.031,10.735833333333332,102.34,0.0,Working Day,True,400.1828488085858,406.8984523605937
2015-10-03,371.774,10.652777777777777,104.33333333333331,0.0,Non-Working Day,True,369.2597908774759,373.22215116906966
2015-10-04,356.587,13.747916666666669,39.650000000000006,0.0,Non-Working Day,True,355.51522100589517,358.83229072733553
2015-10-05,392.226,14.448611111111113,34.650000000000006,1.1666666666666643,Working Day,True,387.0480072396627,391.64786872338766
2015-10-06,396.728,16.849999999999998,26.1,30.1,Working Day,True,408.29741730133884,383.68198890420814
2015-10-07,400.211,18.17083333333333,0.0,27.2,Working Day,True,400.56698995180136,385.84429163339365
2015-10-08,399.527,17.4875,0.0,11.8,Working Day,True,388.31134283202687,383.68198890420814
2015-10-09,410.044,19.38125,0.0,40.8,Working Day,True,411.390158836797,408.60331130109086
